stt,tuvung,cachdoc,nghia,capdo,giaotrinh
1519,茹でる,ゆでる,Luộc,N2,耳から覚えるN2
1520,揚げる,あげる,Rán,N2,耳から覚えるN2
1521,炒める,いためる,"Xào, rán giòn",N2,耳から覚えるN2
1522,蒸す,むす,Hấp,N2,耳から覚えるN2
1523,煮る,にる,"Nấu, ninh",N2,耳から覚えるN2
1524,炊く,たく,"Thổi cơm, nấu cơm",N2,耳から覚えるN2
1525,認可する,にんかする,Phê duyệt,N2,耳から覚えるN2
1526,許可する,きょかする,Sự cho phép,N2,耳から覚えるN2
1527,認定する,にんていする,"Thừa nhận, chứng nhận",N2,耳から覚えるN2
1528,再検討する,さいけんとう,Sự xem xét lại,N2,耳から覚えるN2
1529,成る,はんする,"Trở thành, trở nên",N2,耳から覚えるN2
1530,蕾,つぼみ,Nụ hoa,N2,耳から覚えるN2
1531,頬,ほお,Má,N2,耳から覚えるN2
1532,眩しい,まぶしい,Chói,N2,耳から覚えるN2
1533,目覚め,めざめ,"Tỉnh dậy, mở mắt",N2,耳から覚えるN2
1534,偏る/片寄る,かたよる,"Dồn về 1 phía, không cân bằng",N2,耳から覚えるN2
1535,鎮まる/静まる,しずまる,"Lắng xuống, dịu đi, yên tĩnh đi",N2,耳から覚えるN2
1536,鎮める/静める,しずめる,Yên tĩnh,N2,耳から覚えるN2
1537,長引き,ながびく,Kéo dài,N2,耳から覚えるN2
1538,整える/調える,ととのえる,Chuẩn bị sẵn sàng,N2,耳から覚えるN2
1539,覆る/覆す,くつがえる/くつがえす,bị lật ngược/Lật ngược,N2,耳から覚えるN2
1540,複雑,ふくざつ,Phức Tạp,N2,耳から覚えるN2
1541,簡単,かんたん,Đơn giản,N2,耳から覚えるN2
1542,純粋,じゅんすい,"Thuần túy, trong sáng",N2,耳から覚えるN2
1543,不純,ふじゅん,"Không thuần khiết, ko trong sáng",N2,耳から覚えるN2
1544,透明,とうめい,"Trong suốt, trong vắt",N2,耳から覚えるN2
1545,爽やか,さわやか,"Tươi, sảng khoái",N2,耳から覚えるN2
1546,爽快,そうかい,Sảng khoái,N2,耳から覚えるN2
1547,素直,すなお,"Dễ bảo, ngoan ngoãn",N2,耳から覚えるN2
1548,頑固,がんこ,"Ngoan cố, bướng bỉnh, cứng đầu",N2,耳から覚えるN2
1549,反抗的,はんこうてき,Tính phản kháng,N2,耳から覚えるN2
1550,率直,そっちょく,"Trực tính, thẳng thắn",N2,耳から覚えるN2
1551,誠実,せいじつ,Thành thật,N2,耳から覚えるN2
1552,不誠実,ふせいじつ,Không thành thật,N2,耳から覚えるN2
1553,謙虚,けんきょ,"Khiêm tốn, khiêm nhường",N2,耳から覚えるN2
1554,賢明,けんめい,Thông minh,N2,耳から覚えるN2
1555,慎重,しんちょう,Thận trọng,N2,耳から覚えるN2
1556,注意深い,ちゅういぶかい,Cẩn thận,N2,耳から覚えるN2
1557,軽率,けいそつ,Khinh Suất,N2,耳から覚えるN2
1558,穏やか,おだやか,"Yên lặng, trầm",N2,耳から覚えるN2
1559,真剣,しんけん,"Nghiêm túc, nghiêm chỉnh",N2,耳から覚えるN2
1560,正式,せいしき,"Chính thức, sang trọng",N2,耳から覚えるN2
1561,略式,りゃくしき,"Đã rút gọn, đơn giản",N2,耳から覚えるN2
1562,主,おも,"Chính, chủ yếu",N2,耳から覚えるN2
1563,貴重,きちょう,"Quý giá, quý trọng",N2,耳から覚えるN2
1564,偉大,いだい,Vĩ đại,N2,耳から覚えるN2
1565,独特,どくとく,"Sự đặc trưng, đặc biệt",N2,耳から覚えるN2
1566,独自,どくじ,"Độc đáo, đặc biệt",N2,耳から覚えるN2
1567,特有,特有,"Tiêu biểu, mang tính đại diện ",N2,耳から覚えるN2
1568,固有,こゆう,"Cái vốn có, truyền thống",N2,耳から覚えるN2
1569,普遍,ふへん,Phổ biến,N2,耳から覚えるN2
1570,奇妙,きみょう,"Kì diệu, lạ lùng",N2,耳から覚えるN2
1571,妙,みょう,"Lạ, kì, tò mò",N2,耳から覚えるN2
1572,不審,ふしん,"Nghi ngờ, đáng nghi",N2,耳から覚えるN2
1573,異常,いじょう,Bất thường,N2,耳から覚えるN2
1574,正常,せいじょう,Thông thường,N2,耳から覚えるN2
1575,高度,こうど,Độ chính xác cao,N2,耳から覚えるN2
1576,新た,あらた,Sự tươi; sự mới,N2,耳から覚えるN2
1577,合理的,ごうりてき,Tính hợp lý,N2,耳から覚えるN2
1578,不合理,ふごうり,Không hợp lý,N2,耳から覚えるN2
1579,非合理的,ひごうりてき,Phi lý,N2,耳から覚えるN2
1580,器用,きよう,Khéo léo,N2,耳から覚えるN2
1581,不器用,ふきよう,Không khéo léo,N2,耳から覚えるN2
1582,手軽,てがる,"Nhẹ nhàng, đơn giản",N2,耳から覚えるN2
1583,手ごろ,てごろ,"Hợp lý, vừa tầm tay",N2,耳から覚えるN2
1584,贅沢,ぜいたく,"Xa hoa, lãng phí",N2,耳から覚えるN2
1585,豪華,ごうか,"Sang trọng, cao cấp",N2,耳から覚えるN2
1586,高級,こうきゅう,Cao cấp,N2,耳から覚えるN2
1587,上等,じょうとう,Thượng đẳng,N2,耳から覚えるN2
1588,上品,じょうひん,Thượng phẩm,N2,耳から覚えるN2
1589,下品,げひん,Hạ Phẩm,N2,耳から覚えるN2
1590,品がある,ひんがある,Hàng hóa có phẩm chất cao,N2,耳から覚えるN2
1591,適度,てきど,"Mức độ vừa phải, thích hợp",N2,耳から覚えるN2
1592,快適,かいてき,"Dễ chịu, sảng khoái",N2,耳から覚えるN2
1593,気持ちいい,きもちいい,"Dễ chịu, hài lòng",N2,耳から覚えるN2
1594,順調,じゅんちょう,Thuận lợi (tiến triển),N2,耳から覚えるN2
1595,好調,こうちょう,Thuận lợi (tiến triển),N2,耳から覚えるN2
1596,活発,かっぱつ,Hoạt bát,N2,耳から覚えるN2
1597,的確,的確,Sự đích xác,N2,耳から覚えるN2
1598,不的確,不的確,Không đích xác,N2,耳から覚えるN2
1599,確実,確実,Sự xác thực,N2,耳から覚えるN2
1600,不確実,不確実,Không xác thực,N2,耳から覚えるN2
1601,明らか,明らか,Rõ ràng,N2,耳から覚えるN2
1602,明白,めいはく,"Minh bạch, rõ ràng",N2,耳から覚えるN2
1603,明確,めいかく,Rõ ràng,N2,耳から覚えるN2
1604,曖昧,あいまい,"Mơ hồ, không rõ ràng",N2,耳から覚えるN2
1605,抽象的,ちゅうしょうてき,Tính Trừu Tượng,N2,耳から覚えるN2
1606,平等,びょうどう,Bình đẳng,N2,耳から覚えるN2
1607,不平等,ふびょうどう,Không bình đẳng,N2,耳から覚えるN2
1608,公平,こうへい,Công bằng,N2,耳から覚えるN2
1609,不公平,ふこうへい,Không công bằng,N2,耳から覚えるN2
1610,振り,ふり,Giả vờ,N2,耳から覚えるN2
1611,標準語,ひょうじゅんご,Tiếng tiêu chuẩn,N2,耳から覚えるN2
1612,共通語,きょうつうご,Ngôn ngữ chung,N2,耳から覚えるN2
1613,重要視,じゅうようし,"Xem trọng, coi trọng",N2,耳から覚えるN2
1614,軽視,けいし,"Coi thường, coi nhẹ",N2,耳から覚えるN2
1615,手直し,てなおし,Sửa,N2,耳から覚えるN2
1616,排水,はいすい,Nước thải,N2,耳から覚えるN2
1617,凸凹,でこぼこ,"Lồi lõm, ổ gà",N2,耳から覚えるN2
1618,目撃,もくげき,"Mục kích, người chứng kiến",N2,耳から覚えるN2
1619,指導,しどう,Chỉ đạo,N2,耳から覚えるN2
1620,領域,りょういき,Lĩnh vực,N2,耳から覚えるN2
1621,使い道,つかいみち,Cách sử dụng,N2,耳から覚えるN2
1622,手当て,てあて,Điều trị. sự chuẩn bị. phụ cấp. trợ cấp,N2,耳から覚えるN2
1623,治療,ちりょう,Trị liệu,N2,耳から覚えるN2
1624,仮面,かめん,"Mặt nạ, sự nguy trang",N2,耳から覚えるN2
1625,説 (原子説),せつ（げんしせつ）,Thuyết (thuyết nguyên tử),N2,耳から覚えるN2
1626,湯取り,ゆとり,"Thừa, dư ra",N2,耳から覚えるN2
1627,保障,ほしょう,"Bảo hành, Sự bảo đảm",N2,耳から覚えるN2
1628,指名する,しめいする,"Sự nêu tên, sự chỉ định",N2,耳から覚えるN2
1629,濯ぐ,すすぐ/ゆすぐ,"Súc, rửa, giũ",N2,耳から覚えるN2
1630,言及する,げんきゅうする,"Sự nhắc đến, sự đề cập đến",N2,耳から覚えるN2
1631,肩,かた,Bờ vai,N2,耳から覚えるN2
1632,描写する,びょうしゃする,"Vẽ, miêu tả",N2,耳から覚えるN2
1633,逸れる,それる,"Trượt, lỡ, hướng lệch đi",N2,耳から覚えるN2
1634,凝視する,ぎょうしする,"Nhìn chằm chằm, nhìn xăm xoi",N2,耳から覚えるN2
1635,直視する,ちょくしする,"Nhìn thẳng, nhìn chằm chằm",N2,耳から覚えるN2
1636,訪問する,ほうもんする,"Đến, thăm",N2,耳から覚えるN2
1637,来る,きたる/くる,Đến,N2,耳から覚えるN2
1638,啜る,すする,"Hớp, húp",N2,耳から覚えるN2
1639,追及する,ついきゅうする,Sự điều tra,N2,耳から覚えるN2
1640,重用する,ちょうようする,Trọng dụng,N2,耳から覚えるN2
1641,登用する,とうようする,"Phân công, bổ nhiệm",N2,耳から覚えるN2
1642,任用する,にんようする,"Bổ nhiệm, chỉ định",N2,耳から覚えるN2
1643,使用する,しようする,Sử dụng,N2,耳から覚えるN2
1644,収まる,おさまる,Bình tĩnh; bình thường; lặng (gió),N2,耳から覚えるN2
1645,納まる,おさまる,"Ngừng, kiềm chế",N2,耳から覚えるN2
1646,治まる,おさまる,Ngừng; yên,N2,耳から覚えるN2
1647,収める,おさめる,Tiếp thu; thu vào; nhận,N2,耳から覚えるN2
1648,納める,おさめる,"Đóng, nộp (thuế...) ",N2,耳から覚えるN2
1649,治める,おさめる,"Cai quản, cai trị ",N2,耳から覚えるN2
1650,納入する,のうにゅうする,"Thu nạp, giao nộp",N2,耳から覚えるN2
1651,統治する,とうちする,Thống trị,N2,耳から覚えるN2
1652,添う,そう,Cùng với,N2,耳から覚えるN2
1653,略する,りゃくする,"Lược bớt, tóm tắt, viết tắt",N2,耳から覚えるN2
1654,侵害する,しんがいする,"Xâm hại, xâm chiếm",N2,耳から覚えるN2
1655,脅迫する,きょうはくする,"Bắt nạt, đe dọa",N2,耳から覚えるN2
1656,妨害する,ぼうがいする,Ngăn chặn,N2,耳から覚えるN2
1657,否定する,ひてい,"Phủ nhận, bác bỏ",N2,耳から覚えるN2
1658,応える,こたえる,"Đáp lại, đối ứng",N2,耳から覚えるN2
1659,頂く,いただく,"Nhận; xin nhận
",N2,耳から覚えるN2
1660,戴く,いただく,,N2,耳から覚えるN2
1661,到達する,とうたつする,Đạt đến,N2,耳から覚えるN2
1662,遂げる,とげる,Đạt đến,N2,耳から覚えるN2
1663,勝る,まさる,"Vượt trội hơn, áp đảo hơn",N2,耳から覚えるN2
1664,所属する,しょぞくする,Thuộc về,N2,耳から覚えるN2
1665,草臥れる,くたびれる,"Mệt, chán",N2,耳から覚えるN2
1666,躊躇する,ちゅうちょうする,E dè,N2,耳から覚えるN2
